timestamp_moraine P Rainfall Snowfall_Cor Precip_Cor
7/16/2015 21:00 1.1955656 1.195565597 4.13E-09 1.195565601
7/16/2015 22:00 1.3009955 1.300994851 8.81E-07 1.300995732
7/16/2015 23:00 1.3265158 1.326510367 6.89E-06 1.326517256
7/17/2015 0:00 1.6364706 1.636312491 0.000192364 1.636504854
7/17/2015 1:00 1.3442534 1.344009279 0.00035354 1.344362819
7/17/2015 2:00 0.6289593 0.628625884 0.000477612 0.629103495
7/17/2015 3:00 0.3668779 0.366775313 0.000147665 0.366922978
7/17/2015 4:00 0 0 0 0
7/17/2015 5:00 0 0 0 0
7/17/2015 6:00 0 0 0 0
7/17/2015 7:00 0 0 0 0
7/17/2015 8:00 0 0 0 0
7/17/2015 9:00 0 0 0 0
7/17/2015 10:00 0 0 0 0
7/17/2015 11:00 0 0 0 0
7/17/2015 12:00 0 0 0 0
7/17/2015 13:00 0 0 0 0
7/17/2015 14:00 0 0 0 0
7/17/2015 15:00 0 0 0 0
7/17/2015 16:00 0 0 0 0
7/17/2015 17:00 0 0 0 0
7/17/2015 18:00 0 0 0 0
7/17/2015 19:00 0 0 0 0
7/17/2015 20:00 0 0 0 0
7/17/2015 21:00 0 0 0 0
7/17/2015 22:00 0 0 0 0
7/17/2015 23:00 0 0 0 0
7/18/2015 0:00 0 0 0 0
7/18/2015 1:00 0 0 0 0
7/18/2015 2:00 0 0 0 0
7/18/2015 3:00 0 0 0 0
7/18/2015 4:00 0 0 0 0
7/18/2015 5:00 0 0 0 0
7/18/2015 6:00 0 0 0 0
7/18/2015 7:00 0 0 0 0
7/18/2015 8:00 0 0 0 0
7/18/2015 9:00 0 0 0 0
7/18/2015 10:00 0 0 0 0
7/18/2015 11:00 0 0 0 0
7/18/2015 12:00 0 0 0 0
7/18/2015 13:00 0 0 0 0
7/18/2015 14:00 0 0 0 0
7/18/2015 15:00 0 0 0 0
7/18/2015 16:00 0 0 0 0
7/18/2015 17:00 0 0 0 0
7/18/2015 18:00 0 0 0 0
7/18/2015 19:00 0 0 0 0
7/18/2015 20:00 0 0 0 0
7/18/2015 21:00 0 0 0 0
7/18/2015 22:00 0 0 0 0
7/18/2015 23:00 0 0 0 0
7/19/2015 0:00 0 0 0 0
7/19/2015 1:00 0 0 0 0
7/19/2015 2:00 0 0 0 0
7/19/2015 3:00 0 0 0 0
7/19/2015 4:00 0 0 0 0
7/19/2015 5:00 0 0 0 0
7/19/2015 6:00 0 0 0 0
7/19/2015 7:00 0 0 0 0
7/19/2015 8:00 0 0 0 0
7/19/2015 9:00 0 0 0 0
7/19/2015 10:00 0 0 0 0
7/19/2015 11:00 0 0 0 0
7/19/2015 12:00 0 0 0 0
7/19/2015 13:00 0 0 0 0
7/19/2015 14:00 0 0 0 0
7/19/2015 15:00 0 0 0 0
7/19/2015 16:00 0 0 0 0
7/19/2015 17:00 0 0 0 0
7/19/2015 18:00 0 0 0 0
7/19/2015 19:00 0 0 0 0
7/19/2015 20:00 0 0 0 0
7/19/2015 21:00 0 0 0 0
7/19/2015 22:00 0 0 0 0
7/19/2015 23:00 0 0 0 0
7/20/2015 0:00 0 0 0 0
7/20/2015 1:00 0 0 0 0
7/20/2015 2:00 0 0 0 0
7/20/2015 3:00 0 0 0 0
7/20/2015 4:00 0 0 0 0
7/20/2015 5:00 0 0 0 0
7/20/2015 6:00 0 0 0 0
7/20/2015 7:00 0 0 0 0
7/20/2015 8:00 0 0 0 0
7/20/2015 9:00 0 0 0 0
7/20/2015 10:00 0 0 0 0
7/20/2015 11:00 0 0 0 0
7/20/2015 12:00 0 0 0 0
7/20/2015 13:00 0 0 0 0
7/20/2015 14:00 0 0 0 0
7/20/2015 15:00 0 0 0 0
7/20/2015 16:00 0 0 0 0
7/20/2015 17:00 0 0 0 0
7/20/2015 18:00 1.6771945 1.6771945 0 1.6771945
7/20/2015 19:00 2.2213575 2.2213575 0 2.2213575
7/20/2015 20:00 0 0 0 0
7/20/2015 21:00 0 0 0 0
7/20/2015 22:00 0 0 0 0
7/20/2015 23:00 0 0 0 0
